# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_structure_notexture_far.bag'
# timestamp tx ty tz qx qy qz qw
1341836538.7168 -1.1658 1.8377 1.0513 0.4411 0.6618 -0.5085 -0.3299
1341836538.7269 -1.1652 1.8362 1.0512 0.4429 0.6611 -0.5081 -0.3295
1341836538.7368 -1.1645 1.8347 1.0510 0.4443 0.6606 -0.5075 -0.3296
1341836538.7477 -1.1637 1.8331 1.0506 0.4458 0.6601 -0.5070 -0.3294
1341836538.7568 -1.1630 1.8314 1.0504 0.4472 0.6591 -0.5070 -0.3294
1341836538.7668 -1.1622 1.8298 1.0502 0.4479 0.6588 -0.5070 -0.3292
1341836538.7768 -1.1614 1.8281 1.0499 0.4478 0.6589 -0.5070 -0.3290
1341836538.7868 -1.1607 1.8263 1.0497 0.4481 0.6585 -0.5076 -0.3286
1341836538.7969 -1.1601 1.8246 1.0496 0.4481 0.6581 -0.5080 -0.3286
1341836538.8068 -1.1592 1.8230 1.0495 0.4485 0.6585 -0.5078 -0.3278
1341836538.8168 -1.1584 1.8214 1.0494 0.4488 0.6582 -0.5082 -0.3272
1341836538.8270 -1.1579 1.8195 1.0492 0.4491 0.6573 -0.5086 -0.3280
1341836538.8368 -1.1573 1.8177 1.0490 0.4501 0.6568 -0.5083 -0.3281
1341836538.8473 -1.1565 1.8159 1.0487 0.4514 0.6568 -0.5075 -0.3274
1341836538.8569 -1.1555 1.8143 1.0483 0.4524 0.6569 -0.5056 -0.3288
1341836538.8668 -1.1549 1.8124 1.0480 0.4534 0.6564 -0.5055 -0.3286
1341836538.8768 -1.1541 1.8103 1.0478 0.4542 0.6563 -0.5050 -0.3286
1341836538.8868 -1.1534 1.8081 1.0475 0.4544 0.6559 -0.5060 -0.3274
1341836538.8968 -1.1527 1.8059 1.0472 0.4541 0.6562 -0.5065 -0.3266
1341836538.9068 -1.1521 1.8037 1.0471 0.4532 0.6562 -0.5078 -0.3258
1341836538.9168 -1.1515 1.8012 1.0470 0.4513 0.6567 -0.5094 -0.3251
1341836538.9268 -1.1505 1.7997 1.0468 0.4512 0.6578 -0.5085 -0.3242
1341836538.9370 -1.1500 1.7976 1.0467 0.4510 0.6575 -0.5087 -0.3248
1341836538.9468 -1.1497 1.7957 1.0465 0.4509 0.6568 -0.5090 -0.3259
1341836538.9569 -1.1492 1.7938 1.0464 0.4518 0.6563 -0.5081 -0.3272
1341836538.9668 -1.1491 1.7919 1.0462 0.4526 0.6546 -0.5079 -0.3296
1341836538.9768 -1.1487 1.7900 1.0462 0.4543 0.6540 -0.5068 -0.3303
1341836538.9868 -1.1484 1.7882 1.0462 0.4561 0.6533 -0.5058 -0.3307
1341836538.9970 -1.1482 1.7862 1.0461 0.4573 0.6520 -0.5059 -0.3314
1341836539.0068 -1.1478 1.7840 1.0460 0.4586 0.6510 -0.5062 -0.3311
1341836539.0168 -1.1475 1.7822 1.0462 0.4595 0.6502 -0.5068 -0.3305
1341836539.0269 -1.1472 1.7800 1.0461 0.4595 0.6490 -0.5080 -0.3313
1341836539.0368 -1.1467 1.7780 1.0463 0.4607 0.6490 -0.5077 -0.3299
1341836539.0468 -1.1464 1.7759 1.0463 0.4611 0.6481 -0.5085 -0.3298
1341836539.0568 -1.1463 1.7738 1.0464 0.4616 0.6478 -0.5081 -0.3303
1341836539.0672 -1.1461 1.7715 1.0463 0.4621 0.6475 -0.5073 -0.3315
1341836539.0768 -1.1462 1.7690 1.0461 0.4618 0.6465 -0.5078 -0.3331
1341836539.0868 -1.1463 1.7669 1.0462 0.4613 0.6459 -0.5077 -0.3350
1341836539.0969 -1.1461 1.7644 1.0460 0.4612 0.6461 -0.5066 -0.3365
1341836539.1068 -1.1461 1.7620 1.0458 0.4606 0.6452 -0.5071 -0.3383
1341836539.1172 -1.1461 1.7592 1.0457 0.4600 0.6453 -0.5072 -0.3387
1341836539.1268 -1.1458 1.7567 1.0455 0.4600 0.6455 -0.5070 -0.3388
1341836539.1368 -1.1458 1.7539 1.0454 0.4596 0.6449 -0.5082 -0.3386
1341836539.1470 -1.1454 1.7512 1.0451 0.4590 0.6457 -0.5081 -0.3380
1341836539.1569 -1.1452 1.7485 1.0451 0.4584 0.6461 -0.5083 -0.3377
1341836539.1668 -1.1448 1.7459 1.0447 0.4573 0.6469 -0.5082 -0.3378
1341836539.1768 -1.1443 1.7430 1.0443 0.4571 0.6474 -0.5081 -0.3373
1341836539.1868 -1.1441 1.7406 1.0442 0.4565 0.6481 -0.5072 -0.3380
1341836539.1968 -1.1440 1.7377 1.0437 0.4551 0.6478 -0.5077 -0.3397
1341836539.2069 -1.1433 1.7353 1.0435 0.4556 0.6492 -0.5054 -0.3398
1341836539.2168 -1.1429 1.7327 1.0432 0.4555 0.6496 -0.5042 -0.3409
1341836539.2268 -1.1426 1.7304 1.0431 0.4558 0.6496 -0.5036 -0.3415
1341836539.2368 -1.1421 1.7278 1.0429 0.4567 0.6494 -0.5028 -0.3418
1341836539.2492 -1.1417 1.7253 1.0428 0.4581 0.6491 -0.5020 -0.3419
1341836539.2570 -1.1411 1.7227 1.0430 0.4586 0.6491 -0.5018 -0.3414
1341836539.2668 -1.1405 1.7203 1.0430 0.4592 0.6488 -0.5014 -0.3417
1341836539.2768 -1.1398 1.7177 1.0431 0.4596 0.6489 -0.5015 -0.3408
1341836539.2868 -1.1391 1.7152 1.0432 0.4597 0.6493 -0.5015 -0.3400
1341836539.2970 -1.1383 1.7128 1.0433 0.4597 0.6498 -0.5011 -0.3395
1341836539.3068 -1.1375 1.7103 1.0435 0.4597 0.6503 -0.5007 -0.3392
1341836539.3168 -1.1370 1.7077 1.0437 0.4592 0.6496 -0.5014 -0.3402
1341836539.3268 -1.1366 1.7053 1.0438 0.4588 0.6492 -0.5014 -0.3415
1341836539.3368 -1.1359 1.7027 1.0437 0.4592 0.6499 -0.5001 -0.3416
1341836539.3468 -1.1354 1.7003 1.0437 0.4592 0.6495 -0.4998 -0.3427
1341836539.3568 -1.1348 1.6980 1.0437 0.4597 0.6495 -0.4990 -0.3432
1341836539.3668 -1.1344 1.6955 1.0436 0.4599 0.6489 -0.4991 -0.3439
1341836539.3768 -1.1338 1.6932 1.0435 0.4605 0.6493 -0.4985 -0.3432
1341836539.3868 -1.1334 1.6907 1.0434 0.4607 0.6494 -0.4984 -0.3429
1341836539.4012 -1.1328 1.6882 1.0431 0.4609 0.6496 -0.4983 -0.3423
1341836539.4068 -1.1322 1.6857 1.0431 0.4614 0.6499 -0.4980 -0.3415
1341836539.4168 -1.1318 1.6834 1.0430 0.4610 0.6497 -0.4985 -0.3418
1341836539.4268 -1.1311 1.6812 1.0429 0.4610 0.6501 -0.4979 -0.3420
1341836539.4369 -1.1306 1.6790 1.0429 0.4613 0.6503 -0.4972 -0.3422
1341836539.4481 -1.1302 1.6767 1.0428 0.4619 0.6500 -0.4965 -0.3430
1341836539.4569 -1.1298 1.6747 1.0427 0.4621 0.6498 -0.4959 -0.3439
1341836539.4676 -1.1295 1.6724 1.0426 0.4628 0.6492 -0.4957 -0.3446
1341836539.4768 -1.1291 1.6701 1.0426 0.4636 0.6489 -0.4947 -0.3453
1341836539.4869 -1.1287 1.6679 1.0424 0.4634 0.6488 -0.4942 -0.3465
1341836539.5015 -1.1282 1.6658 1.0424 0.4632 0.6488 -0.4943 -0.3465
1341836539.5075 -1.1277 1.6636 1.0424 0.4631 0.6486 -0.4945 -0.3471
1341836539.5168 -1.1272 1.6616 1.0424 0.4630 0.6484 -0.4950 -0.3468
1341836539.5297 -1.1267 1.6596 1.0423 0.4635 0.6487 -0.4948 -0.3458
1341836539.5368 -1.1263 1.6575 1.0423 0.4639 0.6481 -0.4954 -0.3456
1341836539.5468 -1.1258 1.6555 1.0424 0.4648 0.6477 -0.4950 -0.3456
1341836539.5569 -1.1253 1.6534 1.0424 0.4655 0.6470 -0.4951 -0.3457
1341836539.5670 -1.1249 1.6515 1.0425 0.4662 0.6471 -0.4942 -0.3460
1341836539.5768 -1.1245 1.6496 1.0427 0.4663 0.6465 -0.4941 -0.3470
1341836539.5886 -1.1240 1.6476 1.0427 0.4660 0.6465 -0.4937 -0.3481
1341836539.6015 -1.1236 1.6458 1.0428 0.4662 0.6462 -0.4932 -0.3490
1341836539.6068 -1.1232 1.6439 1.0429 0.4661 0.6461 -0.4931 -0.3495
1341836539.6169 -1.1228 1.6421 1.0430 0.4660 0.6455 -0.4936 -0.3501
1341836539.6272 -1.1224 1.6403 1.0432 0.4662 0.6452 -0.4937 -0.3501
1341836539.6368 -1.1219 1.6385 1.0434 0.4667 0.6449 -0.4938 -0.3499
1341836539.6471 -1.1216 1.6366 1.0435 0.4674 0.6444 -0.4939 -0.3498
1341836539.6568 -1.1212 1.6348 1.0436 0.4678 0.6445 -0.4939 -0.3491
1341836539.6668 -1.1207 1.6332 1.0437 0.4679 0.6445 -0.4940 -0.3488
1341836539.6768 -1.1205 1.6314 1.0437 0.4672 0.6444 -0.4943 -0.3495
1341836539.6868 -1.1205 1.6298 1.0439 0.4653 0.6446 -0.4954 -0.3501
1341836539.6968 -1.1197 1.6282 1.0439 0.4664 0.6442 -0.4949 -0.3500
1341836539.7068 -1.1194 1.6268 1.0438 0.4663 0.6443 -0.4945 -0.3507
1341836539.7168 -1.1190 1.6253 1.0438 0.4664 0.6445 -0.4935 -0.3514
1341836539.7279 -1.1186 1.6239 1.0436 0.4664 0.6447 -0.4928 -0.3522
1341836539.7369 -1.1184 1.6225 1.0434 0.4671 0.6445 -0.4918 -0.3530
1341836539.7472 -1.1180 1.6212 1.0433 0.4674 0.6446 -0.4910 -0.3534
1341836539.7569 -1.1177 1.6200 1.0432 0.4674 0.6448 -0.4904 -0.3540
1341836539.7668 -1.1174 1.6186 1.0431 0.4675 0.6449 -0.4899 -0.3543
1341836539.7768 -1.1169 1.6174 1.0430 0.4680 0.6455 -0.4885 -0.3545
1341836539.7868 -1.1169 1.6159 1.0428 0.4674 0.6450 -0.4898 -0.3545
1341836539.7975 -1.1168 1.6145 1.0428 0.4677 0.6446 -0.4902 -0.3543
1341836539.8068 -1.1164 1.6132 1.0428 0.4683 0.6446 -0.4896 -0.3543
1341836539.8168 -1.1161 1.6120 1.0425 0.4686 0.6447 -0.4891 -0.3543
1341836539.8268 -1.1158 1.6107 1.0425 0.4689 0.6450 -0.4883 -0.3546
1341836539.8369 -1.1156 1.6092 1.0422 0.4685 0.6450 -0.4884 -0.3550
1341836539.8469 -1.1154 1.6080 1.0420 0.4683 0.6449 -0.4879 -0.3559
1341836539.8570 -1.1152 1.6068 1.0419 0.4680 0.6452 -0.4869 -0.3572
1341836539.8668 -1.1150 1.6053 1.0418 0.4677 0.6447 -0.4871 -0.3584
1341836539.8768 -1.1147 1.6039 1.0418 0.4679 0.6447 -0.4863 -0.3592
1341836539.8868 -1.1145 1.6026 1.0417 0.4682 0.6443 -0.4863 -0.3594
1341836539.8969 -1.1143 1.6011 1.0415 0.4682 0.6438 -0.4872 -0.3590
1341836539.9069 -1.1140 1.5998 1.0414 0.4693 0.6440 -0.4862 -0.3588
1341836539.9168 -1.1137 1.5985 1.0412 0.4701 0.6443 -0.4852 -0.3585
1341836539.9268 -1.1133 1.5972 1.0412 0.4705 0.6443 -0.4851 -0.3581
1341836539.9369 -1.1129 1.5957 1.0410 0.4709 0.6442 -0.4848 -0.3580
1341836539.9469 -1.1127 1.5943 1.0408 0.4710 0.6437 -0.4852 -0.3584
1341836539.9574 -1.1123 1.5929 1.0407 0.4712 0.6431 -0.4855 -0.3586
1341836539.9668 -1.1128 1.5914 1.0408 0.4699 0.6427 -0.4872 -0.3588
1341836539.9768 -1.1123 1.5898 1.0406 0.4715 0.6424 -0.4866 -0.3581
1341836539.9868 -1.1120 1.5883 1.0403 0.4722 0.6422 -0.4859 -0.3585
1341836539.9968 -1.1116 1.5870 1.0401 0.4724 0.6423 -0.4854 -0.3587
1341836540.0069 -1.1114 1.5855 1.0397 0.4727 0.6423 -0.4849 -0.3590
1341836540.0168 -1.1111 1.5840 1.0395 0.4728 0.6422 -0.4849 -0.3591
1341836540.0269 -1.1109 1.5823 1.0392 0.4725 0.6423 -0.4854 -0.3585
1341836540.0368 -1.1108 1.5810 1.0390 0.4729 0.6419 -0.4857 -0.3583
1341836540.0469 -1.1107 1.5792 1.0385 0.4738 0.6415 -0.4857 -0.3579
1341836540.0568 -1.1107 1.5779 1.0383 0.4743 0.6419 -0.4849 -0.3574
1341836540.0669 -1.1107 1.5763 1.0379 0.4750 0.6416 -0.4848 -0.3573
1341836540.0768 -1.1110 1.5744 1.0375 0.4745 0.6413 -0.4859 -0.3571
1341836540.0869 -1.1110 1.5729 1.0372 0.4743 0.6411 -0.4859 -0.3576
1341836540.0968 -1.1107 1.5713 1.0368 0.4743 0.6414 -0.4855 -0.3575
1341836540.1069 -1.1105 1.5697 1.0364 0.4745 0.6416 -0.4854 -0.3573
1341836540.1169 -1.1104 1.5680 1.0360 0.4733 0.6421 -0.4858 -0.3574
1341836540.1269 -1.1103 1.5664 1.0354 0.4751 0.6420 -0.4842 -0.3572
1341836540.1369 -1.1104 1.5644 1.0349 0.4752 0.6422 -0.4845 -0.3564
1341836540.1469 -1.1103 1.5627 1.0344 0.4750 0.6427 -0.4845 -0.3558
1341836540.1569 -1.1104 1.5611 1.0340 0.4756 0.6423 -0.4842 -0.3560
1341836540.1669 -1.1105 1.5594 1.0335 0.4757 0.6422 -0.4841 -0.3563
1341836540.1769 -1.1106 1.5578 1.0330 0.4762 0.6420 -0.4840 -0.3562
1341836540.1868 -1.1108 1.5559 1.0323 0.4765 0.6420 -0.4837 -0.3561
1341836540.1968 -1.1105 1.5540 1.0318 0.4779 0.6413 -0.4828 -0.3568
1341836540.2068 -1.1105 1.5522 1.0315 0.4792 0.6403 -0.4829 -0.3566
1341836540.2186 -1.1104 1.5505 1.0312 0.4803 0.6402 -0.4824 -0.3560
1341836540.2268 -1.1110 1.5484 1.0309 0.4808 0.6393 -0.4841 -0.3548
1341836540.2370 -1.1110 1.5468 1.0306 0.4816 0.6390 -0.4840 -0.3544
1341836540.2468 -1.1110 1.5450 1.0303 0.4823 0.6388 -0.4839 -0.3537
1341836540.2569 -1.1110 1.5430 1.0301 0.4826 0.6386 -0.4846 -0.3528
1341836540.2679 -1.1112 1.5411 1.0300 0.4828 0.6390 -0.4843 -0.3522
1341836540.2768 -1.1119 1.5392 1.0299 0.4812 0.6388 -0.4858 -0.3526
1341836540.2868 -1.1121 1.5375 1.0301 0.4813 0.6385 -0.4855 -0.3535
1341836540.2969 -1.1122 1.5358 1.0303 0.4818 0.6380 -0.4852 -0.3541
1341836540.3088 -1.1117 1.5340 1.0304 0.4833 0.6373 -0.4843 -0.3545
1341836540.3168 -1.1117 1.5324 1.0306 0.4834 0.6372 -0.4843 -0.3546
1341836540.3273 -1.1121 1.5305 1.0306 0.4844 0.6365 -0.4842 -0.3547
1341836540.3396 -1.1122 1.5285 1.0308 0.4844 0.6359 -0.4860 -0.3533
1341836540.3468 -1.1120 1.5266 1.0311 0.4846 0.6356 -0.4869 -0.3523
1341836540.3568 -1.1123 1.5249 1.0315 0.4837 0.6356 -0.4882 -0.3517
1341836540.3668 -1.1125 1.5230 1.0317 0.4834 0.6348 -0.4903 -0.3506
1341836540.3768 -1.1124 1.5215 1.0319 0.4839 0.6351 -0.4898 -0.3503
1341836540.3868 -1.1124 1.5200 1.0321 0.4836 0.6351 -0.4902 -0.3500
1341836540.3969 -1.1122 1.5186 1.0324 0.4834 0.6357 -0.4895 -0.3500
1341836540.4068 -1.1123 1.5169 1.0324 0.4826 0.6354 -0.4904 -0.3505
1341836540.4168 -1.1124 1.5155 1.0326 0.4815 0.6356 -0.4906 -0.3515
1341836540.4268 -1.1124 1.5142 1.0328 0.4805 0.6359 -0.4905 -0.3523
1341836540.4371 -1.1124 1.5129 1.0329 0.4802 0.6365 -0.4900 -0.3524
1341836540.4468 -1.1122 1.5114 1.0331 0.4791 0.6369 -0.4908 -0.3520
1341836540.4569 -1.1118 1.5101 1.0330 0.4804 0.6371 -0.4898 -0.3513
1341836540.4669 -1.1118 1.5090 1.0332 0.4802 0.6377 -0.4897 -0.3507
1341836540.4768 -1.1118 1.5076 1.0331 0.4795 0.6380 -0.4905 -0.3499
1341836540.4869 -1.1120 1.5063 1.0330 0.4784 0.6381 -0.4918 -0.3493
1341836540.4989 -1.1120 1.5051 1.0329 0.4778 0.6386 -0.4920 -0.3491
1341836540.5068 -1.1119 1.5042 1.0328 0.4775 0.6392 -0.4914 -0.3493
1341836540.5168 -1.1119 1.5032 1.0325 0.4772 0.6399 -0.4905 -0.3497
1341836540.5268 -1.1118 1.5022 1.0322 0.4767 0.6402 -0.4904 -0.3498
1341836540.5368 -1.1117 1.5014 1.0319 0.4766 0.6409 -0.4894 -0.3501
1341836540.5468 -1.1116 1.5006 1.0317 0.4769 0.6416 -0.4878 -0.3506
1341836540.5572 -1.1113 1.4999 1.0314 0.4773 0.6421 -0.4866 -0.3508
1341836540.5669 -1.1110 1.4991 1.0310 0.4778 0.6422 -0.4856 -0.3515
1341836540.5769 -1.1111 1.4984 1.0310 0.4778 0.6421 -0.4857 -0.3514
1341836540.5868 -1.1109 1.4977 1.0310 0.4780 0.6421 -0.4858 -0.3511
1341836540.5968 -1.1109 1.4966 1.0309 0.4783 0.6413 -0.4872 -0.3502
1341836540.6069 -1.1107 1.4958 1.0306 0.4785 0.6411 -0.4876 -0.3496
1341836540.6168 -1.1105 1.4952 1.0305 0.4788 0.6412 -0.4872 -0.3495
1341836540.6268 -1.1102 1.4945 1.0304 0.4790 0.6416 -0.4868 -0.3493
1341836540.6368 -1.1100 1.4938 1.0303 0.4789 0.6416 -0.4862 -0.3501
1341836540.6468 -1.1097 1.4932 1.0301 0.4788 0.6423 -0.4849 -0.3509
1341836540.6568 -1.1094 1.4926 1.0298 0.4789 0.6427 -0.4836 -0.3517
1341836540.6668 -1.1089 1.4918 1.0294 0.4788 0.6428 -0.4826 -0.3531
1341836540.6768 -1.1089 1.4911 1.0294 0.4775 0.6431 -0.4827 -0.3541
1341836540.6868 -1.1084 1.4903 1.0292 0.4781 0.6431 -0.4822 -0.3541
1341836540.6977 -1.1080 1.4896 1.0291 0.4780 0.6431 -0.4821 -0.3543
1341836540.7068 -1.1075 1.4887 1.0290 0.4781 0.6430 -0.4824 -0.3539
1341836540.7168 -1.1065 1.4878 1.0289 0.4795 0.6431 -0.4817 -0.3529
1341836540.7268 -1.1061 1.4869 1.0289 0.4792 0.6431 -0.4822 -0.3525
1341836540.7368 -1.1054 1.4861 1.0288 0.4791 0.6436 -0.4822 -0.3519
1341836540.7468 -1.1049 1.4849 1.0285 0.4785 0.6430 -0.4837 -0.3516
1341836540.7568 -1.1043 1.4840 1.0283 0.4789 0.6429 -0.4833 -0.3519
1341836540.7669 -1.1039 1.4831 1.0281 0.4794 0.6427 -0.4824 -0.3526
1341836540.7768 -1.1033 1.4822 1.0279 0.4802 0.6425 -0.4816 -0.3530
1341836540.7868 -1.1028 1.4815 1.0276 0.4806 0.6427 -0.4809 -0.3530
1341836540.7968 -1.1021 1.4806 1.0274 0.4810 0.6425 -0.4804 -0.3535
1341836540.8069 -1.1013 1.4795 1.0270 0.4809 0.6424 -0.4805 -0.3538
